,id,query,median_relevance,relevance_variance,product
9792,31485,pressure cooker,4,0.0,imusa 4 quart aluminum pressure cooker safety valve pressure control imusa 4 quart pressure cooker cook recipe choice conserve energy time save nearly 70 percent total cooking time product food stay healthy flavor retain mineral nutrient safety pressure system include safety valve pressure control pressure safety window pressure regulator contribute safe cooking environment imusa pressure cooker safety valve pressure control durable look elegant high gauge aluminum metal build pressure regulator feel secure kitchen time will let open pot pressure level completely safe ready cook favorite slow cook recipe tenderize tough cut meat allow cook natural juice product imusa 4 quart aluminum pressure cooker safety pressure system safety valve pressure release pressure regulator allow open pot pressure level unsafe pressure control allow maintain release pressure need overpressure safety window
9793,31487,san francisco 49er,2,0.632,oniva san francisco 49ers portable pad seat team san francisco 49ers material polyester carrying handle padded seat dimension 29 inch tall x 21 inch wide x 2 inch deep
9794,31492,patio umbrella,4,0.8,8 foot aluminum patio umbrella tilt crank include durable rust free aluminum pole base include picture khaki 6 steel ribs crank tilt mechanism polyester fabric cover complete weather proof protection harsh weather uv light fading 8.2 ft dia x 8 ft h
9795,31494,vanity fair bras,2,0.471,vanity fair dinner napkins 40 ct soft strong cloth like texture vanity fair ® napkin add special touch family guest appreciate 3 ply impressions ® napkin need simple elegant accompaniment entertaining friend dinner party 50 large everyday napkin occasion right exceptionally versatile extremely durable collection entertaining napkin
9796,31495,cowboy boot,3,1.02,brown mid calf jeweled cowboy zip boot little girl 2 great pair boot stomp boot toddler little girl im link come choice brown fuchsia tan cowboy boot come mid calf decorate jewel little extra sass fashion feature zipper ease
9797,31497,cocoa butter,2,0.0,johnson johnson shea cocoa butter 6.5 ounce baby oil gel known skin nourishing property johnson johnson baby oil gel feature shea cocoa butter improved moisturizing effect johnson baby oil gel lock 10 time moisture wet skin ordinary lotion dry skin
9798,31500,16 gb memory card,4,0.0,transcend 16 gb compactflash cf card 133x transcend 16 gb 133x compact flash memory card revolutionary memory card great solution high profile professional photographer ultra fast 133x read write speed dual channel support ideal demand photo shoot shock vibration test conform cf type standard support ultra dma mode 0 4 compact flash 4.0 compliant build hardware ecc technology detect correct error ata interface low power consumption multi platform compatibility rohs compliant
9799,31502,victorias secret lace gown,2,1.02,womens medieval lady lace gown costume size std fair dame halloween party wear womens medieval lady lace gown adult costume costume include long red crush velvet dress low neckline black crisscross lacing chest base elegant clothe upper class woman wear medieval era late middle ages woman wear long flow gown elaborate headwear low class wear plain wool clothing complete historical look accessory like blonde goddess wig adult single stone renaissance headpiece black patent sexy maryjane shoe white undercoat sell
9800,31506,digital camera,4,0.0,canon powershot sx520 hs digital camera canon powershot sx520 hs digital camera compact 16.0 mpix 42 x optical zoom black
9801,31511,memory foam pillow,4,0.0,memory foam pillow size queen carefully formulate luxury pillow feel great conform precisely contour neck head relieve pressure enjoy deep healthy sleep use good memory foam available pillow
9802,31516,flea tick control dog,3,1.095,['']
9803,31520,toaster oven,4,0.0,hamilton beach 31104 12 pizza countertop toaster oven 1 ea amilton beach 31104 12 pizza countertop toaster oven 1 ea hamilton beach black countertop oven convection rotisserie extra large capacity fit 12â pizza 9 x 13 casserole cake pan revolving rotisserie meat self bas te turn fit 5 lb chicken convection bake fast evenly traditional oven bake broil setting 2 hour timer include 2 cooking rack 2 bake pan broiler rack rotisserie accessory shop.com reviews
9804,31523,levis 505,2,0.0,signature levi strauss co. men relaxed fit jeans easy fit straight leg sits waist slightly tapered leg opening relaxed seat thigh machine wash cold
9805,31525,flannel sheet,4,0.471,woolrich cotton flannel sheet set woolrich cotton flannel sheets ultimate sheet warm you night long brush side achieve superior softness 100 percent cotton easy care set include 1 flat sheet 1 fit sheet 2 pillowcase twin set weave plain sheet type flannel pattern plaid fitted sheet pocket depth 14 inch queen king size 12 inch size 10 inch twin size fully elasticize fitted sheet yes color option red plaid tan plaid green plaid blue white snowflake materials 100 percent cotton knit care instruction machine washable twin dimension fitted sheet 39 inch wide x 75 inch long flat sheet 70 inch wide x 104 inch long pillowcase 21 inch wide x 32 inch long dimension fitted sheet 55 inch wide x 79 inch long flat sheet 80 inch wide x 104 inch long pillowcase 21 inch wide x 32 inch long queen dimension fitted sheet 60 inch wide x 84 inch long flat sheet 92 inch wide x 104 inch long pillowcase 21 inch wide x 32 inch long king dimension fitted sheet 80 inch wide x 84 inch long flat sheet 108 inch wide x 108 inch long pillowcase 21 inch wide x 42 inch long
9806,31526,sport bra,4,0.0,['']
9807,31527,laptop lenovo,3,0.471,['']
9808,31528,vanilla scented perfume,3,0.471,"women amber vanilla bean tulip eau de parfum roll 0.6 oz tulip amber vanilla bean roll perfume""the earthy sophisticate inspire beauty northern california redwood coast scent bring close authentic natural holistic lifestyle amber vanilla bean earthy sophisticate uncomplicated pure simple china musk vanilla bean sparkling citrus note make truly chic original scent tulip glass roll ons great long last alcohol free fragrance choice tulip product absolutely phthalate dye paraben sulfate vegan cruelty free gluten free"
9809,31529,microwave,4,0.0,avanti stainless steel/ black microwave cook food quickly efficiently use avanti stainless steel microwave microwave hold 0.7 cubic foot food great cook small medium sized dish minute microwave avanti come turntable turntable ring rotate allow heating food black stainless steel finish match appliance seamless look microwave preset button item like popcorn baked potato fast easy
9810,31530,flower bulb,3,1.166,bloomsz double hollyhock flower bulb mixture root 5pk tall stately hollyhock bring romantic cottage garden atmosphere garden setting wavy fringe flower resemble hibiscus surround round fuzzy green leave shade yellow pink red white flower bloom rigid spike use add height border bed plant clump near porch doorway garden path
9811,31531,decorative pillow,4,0.0,surya raised circle decorative pillows gray 22x22 poly fill stylish simple surya toss pillow perfect accent bedroom living room solid color pillow allover texture raise circle accent feature light blue choose 18 square pillow 22 square pillow addition ally choose pillow polyester fill fill polyester cover removable spot clean import
9812,31533,teenage mutant ninja turtle,4,1.414,['']
9813,31537,memory foam pillow,3,0.471,memory foam seat cushion pillow add extra support chair memory foam seat pillow memory foam seat cushion feature mold memory foam insert conform contour body unique shape relieve pressure hip provide comfortable place sit long period cover memory foam seat pad 80 percent cotton 20 percent velour jacquard provide softness durability unzip cover remove clean durable construction allow use long time memory foam seat pillow suitable use variety chair home work portability make convenient use
9814,31541,nike shoe,2,0.471,['']
9815,31546,road bicycle,4,0.0,"giordano men libero 28 700c road bike hit road trail sleek high performance giordano libero 1.6 men road bike road bike libero offer solid suspension make overall smooth ride road bike 12 gear speed 28 wheel height 20 rear wheel height 700c tire quick release wheel suspension travel rear hand brake maximum 20x speed frame 31""h. adjustable seat men bike construct aluminum frame alloy chain pedal steel rims vinyl seat maximum capacity 300 lb weighs 36 lb sophisticated white body red detailing assembly require tool provide 90 day limited manufacturer warranty age 13"
9816,31547,hollister polo,1,0.0,['']
9817,31553,ray ban sunglass,4,0.0,ray ban rb3026 large aviator ii sunglasses l2846 arista gold g-15xlt lens 62 mm model rb3026l284662 sport look ray ban aviator sunglass shape start gain popularity military pilot 1973 aviator sunglass synonymous brand associate superstar rich famous build slightly large frame design fit large face shape feature slightly soft teardrop crystal pilot lens maintain thin profile construction aviator model know lense coat superheated metal oxide achieve reflective mirror coating absorb light reduce glare model rb3026.style aviator ii.gender- unisex frame color- gold lens color green case- include size-62 mm
9818,31559,soda stream,4,0.0,['']
9819,31566,assassinss creed,2,0.748,assassin creed ezio costume hoodie s ezio auditore stay ahead call law bring true peace justice italy result need sure face cover body warm get pretty cold church tower like share ezio style assassin creed ezio costume hoodie assassin creed ezio costume hoodie load super cool feature detail expansive pointy assassin hood lace cuff embroidery bit late renaissance italian hoodie fashion slip assassin creed ezio costume hoodie officially license ubisoft assassin creed ezio costume hoodie white red 60 cotton 40 polyester hoodie feature embroider detail laced cuff assassin creed logo zipper pull pointed assassin hood machine wash cold tumble dry low lay flat dry import
9820,31569,wii microphone,2,1.095,mad catz kunai gaming universal headset black help gaming level mad catz kunai universal gaming headset headset come 40 mm neodymium driver include line remote maintain volume chat control seamlessly black mad catz gaming headset let enjoy gaming experience worry background noise distraction ruin fun talk listen control headset tritton kunai stereo headset come 3.5 mm plug conjunction different gaming controller include xbox 360 playstation 3 vita wii u nintendo 3ds pc mac let mad catz kunai universal gaming headset help stay focused mission game
9821,31574,green laser pointer,3,1.02,kensington 33373 presentation pointer kensington wireless presenter let remain control kensington wireless presenter let remain control presentation 65 foot away conveniently portable easy use free distraction let focus matter audience
9822,31580,phillip coffee maker,2,0.8,espresso stovetop coffee maker size 6 cup cold water low chamber heat pressure boiling force water coffee ground minute espresso emerge spout upper chamber pot hiss gurgle remove pot heat let stand low chamber release steam.9 cup size base 1 1/2 ounce cupshigh quality aluminumdishwasher safe
9823,31584,duck dynasty,2,0.943,duck dynasty dream redneck christmas widescreen duck dynasty dream redneck christmas a&e(r louisiana bearded camouflage millionaire gather celebrate christmas fanatic miss kay element go decorate house spend hour prepare mouthwatering meal pirducken chicken duck turkey inside pig sweet potato pie man don holiday sweater participate couch phil trim tree chainsaw willie play santa claus local church uncle si crash party dress elf send kid run christmas light finally dinner table happy happy happy
9824,31585,green laser pointer,4,0.0,['']
9825,31590,metal lathe,1,0.0,nova 8100 infinity upgrade jaw slide kit nova 8100 infinity upgrade jaw slide kit perfect nova g3 supernova2 wish upgrade order access benefit nova infinity quick change system quick change jaw slide allow upgrade chuck benefit nova technological advancement have start scratch enjoy jaw slide taper lock securely accurately deliver strong hold embed jaw key design offer time save advantage quick change 30 second infinity upgrade jaw slides precision cast sinter metal amalgam feature time tensile strength machine grade steel provide strong rigid bond original nova screw jaw design nova spend year development bring infinite quick change system 8100 infinity upgrade jaw slide kit technology fingertip featuresallow quick change 30 second infinity jaws infinity retrofitted jawsprecision cast sinter metal amalgam time tensile strength machine grade steeljaw slide taper lock securely accurately deliver strong hold embed jaw key designcompatible range nova infinity jaws infinity retrofit nova jaws includes(4 retrofitted jaw slidesspecificationsweight 0.5 lb compatible nova g3 supernova2 chucks 2004material steel
9826,31591,face cream,4,0.471,studio 35 hair remover face cream 2 oz fresh scent moisturizing formula long last result face upper lip chin moisturizing formula long last result face upper lip chin dermatologist test usa 100 satisfaction guarantee walgreens product money
9827,31592,wii gamepad,2,0.898,hyperkin tomee wii u gamepad protective case blue hard foam material wii u protective case securely protect gamepad drop bump scratch dust perfect general storage case help gamepad accessory organize safe
9828,31597,nutri system,1,1.414,nutri vet senior vitality chewable vitamins 120 count nutri vet senior vitality chewable vitamins 120 count 120 day multivitamin chewable vitamins mineral antioxidant essential nutrient boost immune system promote vitality ingredient include pork liver beef liver read label information delivery
9829,31598,table runner,4,0.471,embroidered/ hemstitched table runner item 15927192 table set dash elegance embroider table runner charming runner available clean white ecru hemstitch create dainty pattern feature raise dot add texture decor color option ecru white dimensions 16 inch wide x 45 inch long materials 55 percent linen 45 percent cotton care instruction machine washable
9830,31602,dr lanyard,1,0.0,['']
9831,31603,wii,3,0.471,wii mario kart wii favorite kart racing circuit finally come wii ready enjoy classic mario racing circuit plenty new one old friend mario luigi princess peach wario yoshi donkey kong toad bowser pick coin koopa shell way increase speed blow opponent track
9832,31608,silver necklace,4,0.0,['']
9833,31614,volcom short,4,0.0,volcom little boys big mon board shorts colorblocked twist swim style graphic board short volcom
9834,31617,bridal shower decoration,2,0.471,spritz large clothespins silver 10 ct style color assortment vary
9835,31618,rechargable battery,4,0.471,panasonic eneloop batteries aa 8 pk life call power depend panasonic 70 year experience develop cutting edge product create right battery sure panasonic battery technologically advanced industry
9836,31619,pencil skirt,4,0.0,bcbgmaxazria leger pencil skirt black band bcbgmaxazria pencil skirt cut curve conform mid weight jersey pull profile unlined
9837,31623,duck dynasty,4,0.943,duck dynasty si peel stick giant wall decals bring favorite tv space duck dynasty si giant wall decals removable repositionable giant wall decal apply smooth flat surface like roommates wall decal damage wall leave residue
9838,31630,bike lock,4,0.471,catalyst 750 flex ulock bell brand new patent pende cinch 500 flexible u lock offer cable lock flexibility security provide u lock shackle 11 anchored end lock center lock mechanisn dust cover protect lock element key include key replace free charge bell lose
9839,31643,single serve coffee maker,4,0.0,brentwood single cup coffee maker red want cup coffee brentwood single cup coffee maker perfect choice sleek countertop appliance feature removable brew basket filter holder easy access water tank come mug measure spoon
9840,31645,cocoa butter,1,0.471,johnsons baby wash shea cocoa butter 27 oz gentle cleanser combine shea cocoa butter ingredient long know soothe relieve dry skin hydrate emollient help maintain skin natural moisture 24 hour rich creamy lather nourishe clean leave baby skin feeling moisturized soft johnson ® shea cocoa butter baby wash tears ® formula allergy test gentle everyday use
9841,31649,minecraft diamond sword,1,1.414,lego minecraft ender dragon 21117 don diamond armor helmet grab weapon step day dimension float void beneath starless sky seek dangerous ender man dwell darkness wield diamond sword bow defeat enemy summon power confront mighty ender dragon hover regenerative ender crystals slay dragon collect dragon egg create exit portal rebuild set lego minecraft creation include steve minifigure assorted weapon accessory plus 3 ender man ender dragon
9842,31653,nike shox,3,0.471,kids nike shox deliver girls toddler cool grey hyper pink black deliver sleek look athletic upper nike shox deliver bring need style supportive leather upper cushion phylon ™ midsole work nike shox ™ column provide impact protection rubber outsole traction
9843,31654,bird seed feeder,4,0.943,['']
9844,31655,rain boot,4,0.0,helly hansen 2015 men midsund rain boots 10860 product information helly hansen 2015 men midsund rain boots 10860 helly hansen produce weather protective gear 1877 rubber boot core business midsund wellie man effortlessly combine style comfort weather protection
9845,31657,cuisinart coffee maker,4,0.471,['']
9846,31659,candle lantern,3,0.0,['']
9847,31660,cocoa butter,3,0.8,bath place unscente shea cocoa butter handcrafted soap duo load extra helping shea cocoa butter extra moisturizing fragrance essential oil add natural scent butter oil present simply wonderful
9848,31666,kitchenaid glass bowl,2,0.943,kitchenaid artisan design series 5qt stand mixer red 120v/375 watts stand mixer metal enamel finish 5 quart capacity glass bowl measurement marking tilt head nonstick interior 10 speed 67 point planetary mix action include 5 qt glass bowl flat beater dough hook wire whip manual partially dishwasher safe hand wash limited warranty usa
9849,31672,flea tick control dog,4,0.8,['']
9850,31673,table runner,4,0.0,true love white table runner white cotton canvas table runner great way decorate reception anniversary party true love artwork black side runner runner measure 82 long 10 wide
9851,31679,coffee cup,4,0.0,everyday basics coffee cups 13 oz set 4 product glass go great decor
9852,31684,boyfriend jean,4,1.265,boyfriend jeans try boyfriend trend balance pretty top slouchy jean weekend light look new denim powder blue wash
9853,31686,pressure cooker,4,0.471,brentwood 5.5 liter aluminum pressure cooker cut cooking time half sleek durable aluminum pressure cooker cooker retain healthy nutrient lose conventional cooking result healthy satisfy meal time
9854,31688,pencil skirt,4,0.0,land n sea women pencil skirt refresh style land n sea women pencil skirt simple way expand wardrobe classic silhouette navy pencil skirt ideal option work
9855,31689,apple iphone 32 gb otterbox,2,0.0,insten li ion battery tools apple iphone 3g/ 3gs item 14139060 value combo include li ion replacement battery 2 piece repair pry tool compatible apple iphone 3 g 16 gb 8 gb iphone 3gs 16 gb 32 gb keep music play apple iphone replacement battery high capacity rechargeable li ion polymer battery premium cell
9856,31691,fifa 15,1,0.0,mcm munchen cute monster cute monster medium backpack limited edition create celebrate fifa world cup brazil münchen cute monsters collection patrick preller project height 41 cm width 31 cm depth 15 cm double adjustable shoulder strap single leather handle leather trim zipper pull zip closure zip pocket external pocket internal compartment suitable 15 laptop internal zip pocket logo line 100%pvc
9857,31700,dr lanyard,2,0.49,doctor 2011 christmas special offbeat holiday theme episode england long run doctor serie air 2011 take place christmas eve 1938 madge arwell cycle home happen injure spaceman angel reach help return promise grant wish heart desire thank kindness story jump ahead year period world war ii circa 1941 recently widow madge escape battle strew london kid tow shack dorset despite death husband hand pilot madge vow child fine memorable christmas possibly impossible soon mysterious stranger turn eccentric caretaker lead mother kid strange enchant winter land matt smith star title character ~ nathan southern rovi
9858,31701,coffee nespresso,2,0.632,mind reader anchor coffee pack drawer nespresso capsules silver/ grey accessory bundle item model amrnestr3pcgryk1 k cup coffee pod neat organize mind reader anchor nespresso pod storage drawer grey metal exterior build attention detail superior material hold 50 single serve nespresso coffee pod clean modern design perfect home office use place single serve coffee machine save valuable counter space office home bundle include mind reader anchor coffee pack drawer handheld milk frother ceramic tiara espresso cup saucer specifications shipping weight pound 80.0 assemble country origin usa and/or imported origin components usa and/or import
9859,31703,pittsburgh pirate,3,0.471,team golf mlb pittsburgh pirates victory golf cart bag bag rich feature include integrate dual handle location embroidery zippered pocket reinforce large external putter pad strap strap pouch fleece line valuable pouch cooler pocket removable rain hood umbrella holder towel ring
9860,31704,candle holder,4,0.0,sterling industries set 2 reclaimed artifact candle holders multi canon powershot elph 135 camera point shoot ease good slim light ready special moment happen camera make easy turn snapshot frame worthy memory versatile 8x optical zoom lens give image lot variety help capture action near far 16.0 megapixel sensor canon powershot elph 135 bring high resolution detail digic 4 + image processor deliver fast performance beautifully natural color shooting easy kind situation smart auto recognize 32 scene choose perfect camera setting digital reduce blur automatically handy help button provide easy explanation setting option right lcd screen
9861,31707,bike child,1,0.0,peg perego orion mount child bike seat carrier cement red little ride will forget orion mount child bike seat let child close enjoy fun bicycle ride innovative bracket system allow orion fix head tube bicycle enable orion attach bike way throw center balance rider bracket fix bicycle installation breeze click installation system unique design bracket allow orion mount type support frame fit bicycle frame 32 mm 52 mm 1.3 2.0 orion mount electric bicycle e bikes equip suspension system orion let little passenger fun exciting ride take bump road 3 point adjustable safety harness thermoforme weatherproof padding little cozy secure safety strap include adjustable footrest prevent contact wheel spoke detachable handle include child bike seat child 22 lb position orion allow bicycle driver watchful eye little bicycle driver feel sense security comfort able arm position child
9862,31708,electric griddle,4,0.471,cuisinart gr-4n 5 in-1 countertop griddler cuisinart griddler feature separate cooking option handle pancake sausage grill cheese steak panini set reversible plate snap create contact grill panini press grill griddle half grill grill griddle dual temperature control ensure perfectly cook
9863,31710,lead christmas light,1,0.0,vintage christmas tree truck light canvas art canvas lighted christmas print 63201 c vintage christmas tree truck canvas art take 2 -aa battery come ready hang light fade make look like vehicle work state michigan artist unknown title light canvas vintage christmas tree truck product type lighted canvas artwork style traditional format horizontal subject americana frame unframed image dimension 20 inch wide x 16 inch long outside dimension 20 inch wide x 16 inch long
9864,31711,high chair,4,0.471,['']
9865,31712,deep fryer,4,0.0,presto electric deep fryer silver 1 liter)- 05470 presto electric deep fryer fry basket rubberized handle safe use lock lid help prevent spill splatter stainless steel deep fryer thermostat effortlessly adjust excellent control temperature cooking oil convenient indicator light let know food cook breakaway cord easily detach storage 1 liter deep fryer charcoal air filter come recipe guide
9866,31714,pittsburgh pirate,3,0.471,pittsburgh pirate boys 3pk body suit detail sizing newborn 0 12 month material 100 cotton neckline style crew neckline sleevestyle short sleeves closure style crotch snap pocket style pocket garment length thigh care cleaning machine wash cold bleach tumble dry normal iron low dry clean info item gift wrap usa import
9867,31715,rachel ray cookware,4,0.0,rachael ray hard anodized cookware 8.5 inch skillet orange handle cook like professional 8.5 inch skillet rachael ray non stick surface pan feature hard anodize construction offer exceptional durability heat distribution
9868,31720,electric blanket,4,0.471,sunbeam channeled velvet plush electric heated blanket king cocoa brown indulge rich softness sunbeam channeled velvet plush heated blanket king size cocoa brown bsv9lks r745 42a66 beautiful ultra soft velvety fabric smooth touch stylish channel pattern hemmed edge finish blanket sophistication wrap luxurious warmth night personalized heat setting prepare restful night soothe comfort elegance thermofine warming system blanket monitor temperature auto adjust level warmth consistent night sunbeam blanket smart way cut energy cost allow save 10 percent year heating bill turn heated blanket set thermostat 10 15 percent 8 hour sleep 100 percent polyester blanket present soft surface smooth soothe touch blanket include 5 heating level easy operate control make simple find exactly right setting blanket available twin queen king size dual control split element queen king size easy care blanket fully machine washable dryer safe include limited warranty sunbeam -twin 62 x 83 single heating control -full queen 84 x 90 dual heating control -king 100 x 89 dual heating control feature america 1 electric heated blanket turn thermostat relax warmth comfort easy use multi set controller channeled velvet plush extra soft plush comfortable fabric 100 percent polyester include limited manufacturer warranty sunbeam
9869,31721,aqua shoe,4,0.471,['']
9870,31724,silver jean,2,0.471,signature levi strauss co. men regular fit jeans available big men size available men big size
9871,31725,ps2 controller usb,1,0.943,nyko gaming controller charger usb powered charging black nintendo wii u model compatibility nintendo wii u feature usb power charging led charge indicator light batteries charge simultaneously 2 power source usb powered cable cord length 0 cm l include nimh rechargeable batteries weight 7.6 oz battery required include 2 nickle metal hydride
9872,31727,extenal hardisk 500 gb,4,0.0,['']
9873,31729,pot pan set,3,0.471,['']
9874,31733,hollister polo,3,0.748,hanes men comfortblend ecosmart jersey polo hanes man comfortblend ecosmart jersey polo great addition wardrobe staple man love own feature soft jersey fabric collared neckline classic polo style 5 recycle plastic bottle pair short pant classic look year round pick assorted color
9875,31734,infinity scarf,3,1.166,['']
9876,31736,zippo,4,0.0,zippo filigree lighter zippo high polish chrome light feature durable metal body elegant floral design design construct zippo represent level quality bind recognize appreciate windproof zippo light come package environmentally friendly gift box
9877,31740,bike lock,4,0.471,schwinn ulock bike lock black let schwinn help bike secure schwinn u lock lock hardened steel coat vinyl protect bike possible scratch u lock come key sure spare durable dependable lock help certain bike right leave
9878,31741,router,4,0.471,tp link tl wr841n wireless router 802.11b g n draft 2.0 desktop case pack tl wr841n wireless n router combine wired wireless network connection device design specifically small business office home office networking requirement comp lie ieee 802.11n draft 2.0 standard wireless transmission speed 300m. router ado pt 2x2 mimo technology external antenna provide well wireless performance transmission rate stability coverage time cca technology automatically avo ids channel conflict channel selection feature work 11 g 11n protocol wireless product tl wr841n provide multiple security measure support ssid broadcast control mac address access control wep encryption wpa wpa2 wpa psk wpa2 psk authentication time qss quick secure setup comp lie wp allow worry free wireless security configuration tl wr841n allow company office home share internet connection computer apart product simple setup common broadband router function support priority service application lot bandwidth sensitive interruption voice video give priority order assure quality router support demand dialing online access management automatic virus isolation upnp ddns advanced system security record friendly user interface simple easy configuration allow user comfortably configure router fashionable product superior performance choice set network device type wireless router 4 port switch integrate enclosure type desktop data link protocol ethernet fast ethernet ieee 802.11b ieee 802.11 g ieee 802.11n draft 2.0 frequency band 2.4 ghz data transfer rate 300 mbps network transport protocol pppoe routing protocol static ip route feature firewall protection dmz port dynamic ip address assignment auto uplink auto mdi mdi x dynamic dns server mac address filtering vpn pass url filtering ip address filtering mimo technology virtual server support dhcp server compliant standards ieee 802.11b ieee 802.11 g ieee 802.1x ieee 802.11n draft 2.0 upnp dimensions wxdxh 7.9 x 5.5 x 1.1 upc 0845973051242
9879,31744,aroma diffuser,2,0.98,['']
9880,31747,duffle bag,3,0.748,orla kiely rolling duffle small cars multicolor 21 satisfy wanderlust orla kiely duffle feature multiple carry option handle carry handle detatchable shoulder strap feature include retractable handle quality wheel outer zip pocket inner zip pocket print lining designerfounded 1995 orla kiely brand synonymous creative inspirational design quality functionality core creative world drive orla passion pattern colour reference mid century modernist era
9881,31748,zippo hand warm,4,0.0,ronson consumer product hand warmer clam shell chrome sleek thin design easily fit pocket help enjoy great outdoor cold outside virtually odorless hunter stay warm 12 hour include convenient filler cup warm bag run zippo light fluid use 0.4 ounce fuel environmentally friendly item ship apo fpo address accept apology
9882,31749,tablet accessory,3,1.166,['']
9883,31752,duck dynasty,3,0.471,duck dynasty redneck wisdom family party game face hilarious trivia question duck dynasty guess miss word ridiculously funny quote willie phil uncle si jase rest crew fool player believable answer spot genuine quote decoy score brand cardinal game duck dynasty redneck wisdom family party game age recommendation 10 number player 2 12 player
9884,31755,seiko monster,4,0.0,['']
9885,31761,bluetooth speaker,4,0.0,sony 360 bluetooth speaker pink wireless music palm hand connect touch ultra chic compact speaker offer 5 hour music playback boast state art nfc pair simply tap compatible smartphone speaker instantly stream jam wirelessly ah simplicity
9886,31764,khaki pant,4,0.0,george big men wrinkle resistant pleat khaki pants george big men wrinkle resistant pleat khaki pants george big men wrinkle resistant pleat khaki pant classic fit cotton blend twill wrinkle resistant pleat 2 pocket buttoned welt pocket creased leg belt loop single button closure zipper fly
9887,31768,cowboy boot,3,0.471,tan mid calf jeweled cowboy zip boot little girls 4 great pair boot stomp boot toddler little girl im link come choice brown fuchsia tan cowboy boot come mid calf decorate jewel little extra sass fashion feature zipper ease
9888,31770,spiderman,4,0.49,['']
9889,31772,victorias secret lace gown,2,0.943,['']
9890,31773,portable hard drive,4,0.0,wd passport mac 2 tb gb usb 3.0 external portable hard drive st passport ® mac ® feature ultra fast usb 3.0 interface blaze fast transfer rate sleek portable drive design photographer graphic professional road warrior want digital life compatible apple ® time machine ® offer password protection hardware encryption datum private ideal companion macbook ® macbook ® air manufacturer western digital corporation manufacturer number wdbzyl0020bsl nesn manufacturer website address http://www.wdc.com brand wd product line passport mac product model wdbzyl0020bsl product passport mac 2 tb usb 3.0 portable drive package type retail product type hard drive storage capacity 2 tb host interface usb 3.0 color silver drive type external form factor portable height 0.8 width 3.2 depth 4.4 weight approximate 8.16 oz package content passport mac 2 tb usb 3.0 portable drive usb cable quick install guide green compliant yes green compliance certificate authority weee
9891,31777,white dress,3,0.748,bond ruche skirt blouson dress white porcelain medium available size medium color porcelain soft joiebond ruched skirt blouson dress whitedetailssoft joie bond dress slub jersey scoop neckline sleeveless racerback ruche fit skirt create blouson slip head cotton u
9892,31779,white dress,4,0.0,bond ruche skirt blouson dress white porcelain x small bond ruched skirt blouson dress white porcelain x small available size x small color porcelain soft joiebond ruched skirt blouson dress whitedetailssoft joie bond dress slub jersey scoop neckline sleeveless racerback ruche fit skirt create blouson slip head cotton
9893,31785,fitbit charge,4,0.0,fitbit charge hr heart rate activity tracker sleep wristband small plum fb405pmst beat count charge hr advanced tracking wristband give automatic continuous heart rate activity track right wrist day workout heart rate 24/7 accurate day calorie burn reach target workout intensity maximize training simplify zone day health insight good stat like step distance floor climb sleep quality day stay connect callerid wirelessly sync smart phone computer monitor trend motivation need push step beat day
9894,31787,kitchenaid glass bowl,4,0.0,['']
9895,31791,road bicycle,2,0.943,kool stop shimano dura ace ultegra road bicycle brake pad inserts carbon rims pair ks duracf kool stop shimano dura ace ultegra brake shoe replacement pad insert set 2 pad item specificationscolorblackpost mount type replacement insert road pad use carbon rim brake fit road caliper
9896,31799,blender,4,0.0,nutri ninja pro blender nutri ninja ™ pro provide powerful nutrient vitamin extraction performance unlock natural benefit fruit veggie 900 watt professional power break fruit vegetable nutrient rich juice ninja ® pro extractor blades crush ice seed skin stem smooth consistency twist sip seal ™ lids drink part bpa free dishwasher safe 900 watts professional power 1 powerful nutrient vitamin extraction power unlock natural benefit fruit veggie ninja ® pro extractor blades crush ice seed skin stem smooth consistency sip seal ™ lids healthy personalized drink frozen blending crush ice frozen fruit cold healthy drink smoothie
9897,31803,iphone 5,3,0.471,['']
9898,31804,rechargable battery,4,0.943,wii fit rechargeable battery pack balance board battery pack wii balance board compatible wii balance board power supply large capacity rechargeable battery batteries charge board use usb cable
9899,31807,nike shoe,4,0.0,nike alvord 10 womens running shoe race sleek stylish alvord 10 running shoe nike sport amazingly comfortable cushioning go strong
9900,31809,table clock,4,1.265,howard miller kensington table clock contemporary table clock boast grand appeal refined style statement mantel table distinguish dramatic glass bracket case polished chrome pillar gold tone dial bezel kensington wealth character silver diamond cut numeral ring brass foot pair battery operate quartz movement complete appeal kensington table clock table clock feature distinctive glass bracket casing hardwood base rosewood finish table clock feature brush brass tone dial diamond cut numeral ring roman numeral polished gold tone bezel brass finish foot battery operate quartz movement specifications overall dimension 8 h x 6.75 w x 3.25 d weight 1.5 lb
9901,31817,patio table,4,0.0,zuo patio tables south bay brown patio dining table enjoy outdoor patio furniture modern practical mix match patio furniture fun outdoor decoration combine south bay chair complete look sell separately save time assembly require table feature glass aluminum frame uv resistant weave material zuo(r outdoor south bay table 29 3/10in h x 53 1/2in w x 53 1/2in d brown table set available office depot zuo outdoor
